repo,commit_sha,committed_at,commit_message,commit_type,language,lines_added,lines_deleted,files_changed,test_files_changed,doc_files_changed,has_tests,cyclomatic_complexity,total_diff_hunks,commit_hour,day_of_week,is_weekend,is_night_commit,num_reviewers,review_comments,time_to_review_hours,test_coverage_pct,developer_experience,prior_bugs_author,churn_ratio,scatter_score,complexity_per_file,is_buggy
pallets/flask,4dd52ca9c7,2025-08-07T04:44:28Z,Update GitHub Actions workflow for artifact handling,other,Unknown,16,3,1,0,0,0,6,19,4,3,0,1,2,7,5.6,0.0,6.8,9,4.0,0.0588,3.0,0
pallets/flask,53b8f08218,2025-08-18T16:41:03Z,push preserved contexts in correct order,other,Python,15,23,3,2,1,1,12,38,16,0,0,0,1,6,2.2,66.7,8.9,9,0.62,0.1875,3.0,0
pallets/flask,5addaf833b,2025-08-18T16:42:21Z,start version 3.1.2,other,Unknown,9,3,3,0,1,0,4,12,16,0,0,0,0,6,26.7,0.0,3.7,9,2.25,0.3,1.0,0
pallets/flask,24824ff666,2025-08-18T16:56:39Z,push preserved contexts in correct order (#5797),other,Python,15,23,3,2,1,1,12,38,16,0,0,0,1,5,27.1,66.7,4.5,9,0.62,0.1875,3.0,0
pallets/flask,7fea7cf156,2025-08-18T17:08:07Z,Update macOS UI reference to “System Settings” (#5723),other,Unknown,1,1,1,0,1,0,1,2,17,0,0,0,2,7,3.6,0.0,9.2,9,0.5,0.5,0.5,0
pallets/flask,c56c5ec7c4,2025-08-18T17:20:06Z,Docs: Fix escaping in HTML escaping example (#5742),bugfix,Unknown,6,8,1,0,1,0,4,14,17,0,0,0,0,2,1.1,0.0,8.8,9,0.67,0.1429,2.0,1
pallets/flask,1dfd7cd555,2025-08-18T17:26:12Z,use IO[bytes] instead of BinaryIO for wider compatibility (#5777),other,Python,2,1,2,0,1,0,1,3,17,0,0,0,0,5,1.9,0.0,5.1,10,1.0,0.6667,0.33,0
pallets/flask,ff64079a51,2025-08-18T17:51:12Z,update flask-talisman link,other,Unknown,1,1,1,0,1,0,1,2,17,0,0,0,2,5,19.7,0.0,5.9,10,0.5,0.5,0.5,0
pallets/flask,b228ca3d87,2025-08-18T18:42:48Z,security docs for TRUSTED_HOSTS,docs,Unknown,21,0,1,0,1,0,7,21,18,0,0,0,0,3,18.5,0.0,2.9,10,21.0,0.0455,3.5,0
pallets/flask,49b7e7bc8f,2025-08-18T18:44:57Z,security docs for TRUSTED_HOSTS (#5798),docs,Unknown,21,0,1,0,1,0,7,21,18,0,0,0,1,6,5.1,0.0,6.8,10,21.0,0.0455,3.5,0
pallets/flask,9822a03515,2025-08-19T15:18:55Z,refactor stream_with_context for async views,refactor,Python,63,32,3,1,1,1,31,95,15,1,0,0,0,3,5.6,33.3,7.2,10,1.91,0.0469,7.75,0
pallets/flask,38b4c1e19b,2025-08-19T15:23:51Z,refactor stream_with_context for async views (#5799),refactor,Python,63,32,3,1,1,1,31,95,15,1,0,0,2,2,5.6,33.3,6.7,10,1.91,0.0469,7.75,0
pallets/flask,d8259eb119,2025-08-19T17:43:16Z,use Jinja name consistently,other,Python,31,31,9,0,7,0,20,62,17,1,0,0,2,3,8.3,0.0,4.0,10,0.97,0.2812,2.0,0
pallets/flask,edebd37044,2025-08-19T19:29:47Z,"rewrite docs, clean up typing for template decorators",refactor,Python,228,179,3,0,1,0,100,407,19,1,0,0,0,0,5.4,0.0,9.3,10,1.27,0.0131,25.0,0
pallets/flask,ed1c9e953e,2025-08-19T19:36:00Z,support call template_filter without parens (#5736),other,Python,410,112,6,2,2,1,100,522,19,1,0,0,1,1,18.1,33.3,1.3,10,3.63,0.0146,14.29,0
pallets/flask,55c6255657,2025-08-19T20:41:24Z,update dev dependencies,other,Unknown,444,398,5,1,0,1,100,842,20,1,0,0,2,4,0.7,20.0,4.1,10,1.11,0.0112,16.67,0
pallets/flask,2c1b30d050,2025-08-19T20:42:11Z,release version 3.1.2,other,Unknown,5,5,3,0,1,0,3,10,20,1,0,0,0,6,4.8,0.0,7.6,10,0.83,0.5,0.75,0
pallets/flask,1292419ddf,2025-08-19T20:56:49Z,Update GitHub Actions workflow for artifact handling (#5795),other,Unknown,16,3,1,0,0,0,6,19,20,1,0,0,2,3,34.4,0.0,6.1,10,4.0,0.0588,3.0,0
pallets/flask,85793d6c22,2025-08-19T21:03:43Z,release version 3.1.2 (#5800),other,Unknown,5,5,3,0,1,0,3,10,21,1,0,0,1,4,23.4,0.0,2.7,10,0.83,0.5,0.75,0
pallets/flask,dbd4c28825,2025-09-06T16:31:22Z,Changed the static annotated type of select_jinja_autoescape method in src/flask/sansio/app.py,other,Python,1,1,1,0,0,0,1,2,16,5,1,0,2,6,22.4,0.0,8.6,10,0.5,0.5,0.5,0
pallets/flask,c2705ffd9c,2025-09-12T21:52:03Z,merge app and request context,other,Python,779,1007,36,8,20,1,100,1786,21,4,0,0,1,4,1.8,22.2,8.5,10,0.77,0.0462,2.7,0
pallets/flask,adf363679d,2025-09-19T23:45:27Z,merge app and request context (#5812),other,Python,779,1007,36,8,20,1,100,1786,23,4,0,1,2,0,15.9,22.2,10.0,10,0.77,0.0462,2.7,0
pallets/flask,6a64969009,2025-09-19T23:58:48Z,pass context through dispatch methods,bugfix,Python,167,72,6,2,1,1,80,239,23,4,0,1,0,7,1.7,33.3,7.6,10,2.29,0.0357,11.43,1
pallets/flask,88a65bb374,2025-10-14T20:26:26Z,Docs typo/markup fixes (#5829),bugfix,Unknown,5,5,2,0,2,0,3,10,20,1,0,0,1,3,1.1,0.0,7.6,11,0.83,0.3333,1.0,1
pallets/flask,709f83f6a3,2025-11-05T17:13:26Z,pre-commit: Add codespell,feature,Unknown,9,0,2,0,0,0,3,9,17,2,0,0,1,3,34.2,0.0,2.1,12,9.0,0.2,1.0,0
pallets/flask,70d04b5a26,2025-11-17T16:49:53Z,pass context through dispatch methods (#5818),bugfix,Python,167,72,6,2,1,1,80,239,16,0,0,0,2,0,8.9,33.3,10.0,12,2.29,0.0357,11.43,1
pallets/flask,da6d075dfd,2025-11-17T17:43:40Z,update dev dependencies,other,Python,1040,643,6,1,0,1,100,1683,17,0,0,0,1,2,31.0,16.7,2.4,13,1.61,0.0058,14.29,0
pallets/flask,917000097f,2025-11-17T18:02:53Z,test py3.14,test,Unknown,8,6,2,1,0,1,4,14,18,0,0,0,0,3,0.4,50.0,1.9,13,1.14,0.2222,1.33,0
pallets/flask,607d1948b8,2025-11-17T18:05:39Z,split free threading envs,other,Unknown,4,2,1,1,0,1,1,6,18,0,0,0,2,0,1.5,100.0,3.1,13,1.33,0.2,0.5,0
pallets/flask,ad68a12645,2025-11-28T19:05:47Z,drop experimental 3.13t test env,test,Unknown,2,3,2,1,0,1,1,5,19,4,0,0,1,2,2.9,50.0,8.3,13,0.5,0.6667,0.33,0
pallets/flask,fe3b215d3a,2025-12-17T14:44:15Z,"Increase required flit_core version to 3.11  Needed since Flask 3.1.1 after having set the ""license"" keyword to an SPDX license expression. Avoids this possible build error:    flit_core.config.Config",bugfix,Unknown,1,1,1,0,0,0,1,2,14,2,0,0,1,0,43.0,0.0,9.7,13,0.5,0.5,0.5,1
pallets/flask,97bddc1f61,2026-01-05T16:49:46Z,update dev dependencies,other,Unknown,372,183,7,1,0,1,100,555,16,0,0,0,0,3,0.8,14.3,6.7,14,2.02,0.0188,12.5,0
pallets/flask,3d03098a97,2026-01-20T13:16:17Z,"Abort if the instance folder cannot be created  According to the comment, the instance folder should exist in any case. But a PermissionError was ignored silently.  Since Python 3.9 is the minimum req",feature,Python,2,8,2,0,1,0,3,10,13,1,0,0,2,3,11.9,0.0,4.3,14,0.22,0.6667,1.0,1
pallets/flask,eca5fd1dfd,2026-01-25T00:50:54Z,redirect defaults to 303,other,Python,14,3,4,0,2,0,5,17,0,6,1,1,2,5,21.5,0.0,8.7,15,3.5,0.2667,1.0,1
pallets/flask,64dd0809c2,2026-01-25T01:14:20Z,update dev dependencies,other,Unknown,398,276,5,1,0,1,100,674,1,6,1,1,0,4,0.1,20.0,1.4,16,1.44,0.0125,16.67,0
pallets/flask,809d5a8869,2026-01-25T01:18:35Z,redirect defaults to 303 (#5898),other,Python,14,3,4,0,2,0,5,17,1,6,1,1,1,4,6.0,0.0,9.5,16,3.5,0.2667,1.0,1
pallets/flask,25642fd1fd,2026-01-25T02:25:31Z,fix annotation for select_jinja_autoescape (#5808),bugfix,Python,1,1,1,0,0,0,1,2,2,6,1,1,1,1,4.4,0.0,3.6,17,0.5,0.5,0.5,1
pallets/flask,30da640ffe,2026-01-25T02:46:56Z,clarify 415 vs 400 errors for request.json (#5827),other,Unknown,5,3,1,0,1,0,2,8,2,6,1,1,0,6,2.5,0.0,4.8,18,1.25,0.1667,1.0,1
pallets/flask,3709c4a9a8,2026-01-25T02:58:45Z,update ruff hook and noqa  co-authored-by: Christian Clauss <cclauss@me.com>,other,Python,4,4,3,0,0,0,2,8,2,6,1,1,1,0,14.3,0.0,3.5,19,0.8,0.6,0.5,0
pallets/flask,5559ef42b5,2026-01-25T03:00:23Z,pre-commit: Add codespell (#5844),feature,Python,13,4,4,0,0,0,5,17,3,6,1,1,2,5,2.8,0.0,5.1,19,2.6,0.2857,1.0,0
pallets/flask,4f79d5b59a,2026-01-25T03:04:07Z,Increase required flit_core version to 3.11 (#5865),other,Unknown,1,1,1,0,0,0,1,2,3,6,1,1,2,0,4.0,0.0,9.7,19,0.5,0.5,0.5,0
pallets/flask,9b74a90dd3,2026-01-25T03:11:02Z,fix codespell findings,bugfix,Unknown,4,5,4,0,3,0,2,9,3,6,1,1,0,4,2.8,0.0,8.5,19,0.67,0.8,0.4,1
pallets/flask,c77a520343,2026-01-25T03:50:30Z,deprecate should_ignore_error,other,Python,27,9,3,0,1,0,12,36,3,6,1,1,0,1,5.5,0.0,5.6,20,2.7,0.1071,3.0,1
pallets/flask,0292047b22,2026-01-25T03:52:11Z,remove unused ruff check rule,refactor,Unknown,0,3,1,0,0,0,1,3,3,6,1,1,2,3,14.2,0.0,4.3,21,0.0,1.0,0.5,0
pallets/flask,4b8bde97d4,2026-01-25T03:53:11Z,deprecate `should_ignore_error` (#5899),other,Python,27,9,3,0,1,0,12,36,3,6,1,1,0,6,2.8,0.0,4.4,21,2.7,0.1071,3.0,1
pallets/flask,ac5664d228,2026-01-25T18:31:31Z,document using gevent for async,docs,Unknown,168,142,9,0,9,0,100,310,18,6,1,0,1,0,32.9,0.0,3.1,22,1.17,0.0533,10.0,0
pallets/flask,407eb76b27,2026-01-25T18:35:12Z,document using gevent for async (#5900),docs,Unknown,168,142,9,0,9,0,100,310,18,6,1,0,0,1,5.5,0.0,2.6,22,1.17,0.0533,10.0,0
pallets/flask,4e652d3f68,2026-01-28T15:43:00Z,Abort if the instance folder cannot be created (#5903),other,Python,2,8,2,0,1,0,3,10,15,2,0,0,1,7,3.6,0.0,4.3,22,0.22,0.6667,1.0,0
pallets/flask,5e621a2801,2026-02-03T18:19:45Z,update domain matching tests for Werkzeug 3.2,test,Python,69,28,3,1,0,1,32,97,18,1,0,0,0,0,3.4,33.3,1.5,22,2.38,0.0429,8.0,0
pallets/flask,976459f7cb,2026-02-03T18:20:49Z,fix editable werkzeug,bugfix,Unknown,6,42,2,0,0,0,14,48,18,1,0,0,0,3,25.1,0.0,6.9,22,0.14,0.2857,4.67,1
pallets/flask,663198d7b4,2026-02-03T18:22:19Z,update dev dependencies,other,Unknown,114,120,5,1,0,1,75,234,18,1,0,0,1,7,1.6,20.0,1.8,23,0.94,0.0435,12.5,0
pallets/flask,e82db2ca3a,2026-02-12T21:03:03Z,fix provide_automatic_options override,bugfix,Python,96,86,7,4,2,1,59,182,21,3,0,0,1,3,30.1,57.1,3.5,23,1.1,0.0722,7.38,1
pallets/flask,12e95c93b4,2026-02-12T21:07:50Z,fix provide_automatic_options override (#5917),bugfix,Python,96,86,7,4,2,1,59,182,21,3,0,0,0,7,3.0,57.1,4.7,24,1.1,0.0722,7.38,1
pallets/flask,d98eb69a35,2026-02-12T21:11:01Z,revert cli test change,test,Python,2,7,1,1,0,1,2,9,21,3,0,0,2,2,8.6,100.0,3.4,25,0.25,0.3333,1.0,0
pallets/flask,27be933840,2026-02-18T22:52:52Z,start version 3.1.3,other,Unknown,9,3,3,0,1,0,4,12,22,2,0,1,0,4,17.7,0.0,2.4,25,2.25,0.3,1.0,0
pallets/flask,c17f379390,2026-02-19T03:02:54Z,request context tracks session access,other,Python,74,53,6,1,1,1,41,127,3,3,0,1,0,6,16.4,16.7,3.9,25,1.37,0.08,5.86,0
pallets/flask,22d924701a,2026-02-19T03:41:55Z,release version 3.1.3,other,Unknown,3,3,3,0,1,0,1,6,3,3,0,1,2,3,3.7,0.0,5.9,25,0.75,0.75,0.25,0
pallets/flask,f00ad424ee,2026-02-19T05:01:53Z,release version 3.1.3 (#5924),other,Unknown,3,3,3,0,1,0,1,6,5,3,0,1,2,1,8.1,0.0,2.0,25,0.75,0.75,0.25,0
pallets/flask,a411a2434b,2026-02-19T16:35:48Z,add back opening session on context push,feature,Python,21,9,1,0,0,0,10,30,16,3,0,0,2,7,28.3,0.0,7.4,25,2.1,0.0455,5.0,0
pallets/flask,7b0088693e,2026-02-19T16:42:33Z,fix typing,bugfix,Python,2,2,1,0,0,0,1,4,16,3,0,0,2,2,28.5,0.0,6.3,25,0.67,0.3333,0.5,1
pallets/flask,fbb6f0bc4c,2026-02-20T03:41:50Z,all teardown callbacks are called despite errors,other,Python,194,80,10,5,2,1,91,274,3,4,0,1,2,0,7.9,50.0,4.5,26,2.4,0.0513,8.27,1
pallets/flask,c34d6e81fd,2026-02-20T04:00:34Z,all teardown callbacks are called despite errors (#5928),other,Python,194,80,10,5,2,1,91,274,4,4,0,1,2,1,5.9,50.0,2.1,27,2.4,0.0513,8.27,1
pallets/flask,a29f88ce6f,2026-03-04T15:36:09Z,document that headers must be set before streaming,docs,Python,55,8,4,0,2,0,21,63,15,2,0,0,1,4,5.3,0.0,6.7,28,6.11,0.0714,4.2,0
pallets/flask,560c119e3d,2026-03-08T23:05:00Z,add zizmor to scan workflows,feature,Unknown,51,9,5,1,0,1,20,60,23,6,1,1,2,5,12.7,20.0,5.2,28,5.1,0.0962,3.33,0
pallets/flask,4774385abd,2026-03-08T23:15:00Z,add zizmor to scan workflows (#5945),feature,Unknown,51,9,5,1,0,1,20,60,23,6,1,1,0,0,0.1,20.0,4.2,28,5.1,0.0962,3.33,0
pallets/flask,a197702e2c,2026-03-08T23:20:07Z,update dev dependencies,other,Unknown,617,495,6,1,0,1,100,1112,23,6,1,1,0,2,9.5,16.7,2.9,28,1.24,0.0097,14.29,0
pallets/flask,91c6b3fecf,2026-03-24T13:47:30Z,remove unicode host test,refactor,Python,0,21,1,1,0,1,6,21,13,1,0,0,0,3,21.5,100.0,5.8,28,0.0,1.0,3.0,0
pallets/flask,7ef2946fb5,2026-03-24T13:55:57Z,remove unicode host test (#5962),refactor,Python,0,21,1,1,0,1,6,21,13,1,0,0,0,0,0.0,100.0,2.6,28,0.0,1.0,3.0,0
pallets/flask,83dbcb222a,2026-04-03T22:59:16Z,update dev dependencies,other,Unknown,460,329,6,1,0,1,100,789,22,4,0,1,2,6,19.0,16.7,1.9,28,1.39,0.013,14.29,0
pallets/flask,b21425d6df,2026-04-05T18:13:13Z,reduce venv size,other,Unknown,3,3,2,1,0,1,1,6,18,6,1,0,1,5,16.0,50.0,1.5,28,0.75,0.5,0.33,0
pallets/flask,a31e6b7346,2026-04-05T19:31:01Z,remove werkzeug host tests,refactor,Python,0,48,1,1,0,1,14,48,19,6,1,0,1,3,21.1,100.0,5.5,28,0.0,1.0,7.0,0
pallets/flask,689362089e,2026-04-09T04:01:29Z,fix typo,bugfix,Unknown,1,1,1,0,1,0,1,2,4,3,0,1,0,4,9.5,0.0,7.9,28,0.5,0.5,0.5,1
psf/requests,774a0b837a,2023-10-18T12:59:43Z,"docs(socks): same block as other sections  strange formatting: https://docs.python-requests.org/en/latest/user/advanced/#socks",test,Unknown,1,3,1,0,1,0,1,4,12,2,0,0,0,3,2.9,0.0,9.4,0,0.25,0.5,0.5,0
psf/requests,60047ade64,2024-04-15T16:40:35Z,Bump github/codeql-action from 3.24.0 to 3.25.0  Bumps [github/codeql-action](https://github.com/github/codeql-action) from 3.24.0 to 3.25.0. - [Release notes](https://github.com/github/codeql-action/,docs,Unknown,3,3,1,0,0,0,1,6,16,0,0,0,1,2,38.5,0.0,5.3,0,0.75,0.25,0.5,0
psf/requests,2d5f54779a,2024-04-23T17:50:19Z,Pin 3.8 and 3.9 runners back to macos-13 (#6688),other,Unknown,9,0,1,1,0,1,3,9,17,1,0,0,2,0,0.2,100.0,6.9,0,9.0,0.1,1.5,0
psf/requests,bf24b7d8d1,2024-05-12T20:08:24Z,Use an invalid URI that will not cause httpbin to throw 500,other,Python,1,1,1,1,0,1,1,2,20,6,1,0,0,6,9.3,100.0,7.1,0,0.5,0.5,0.5,0
psf/requests,555b870eb1,2024-05-14T21:59:26Z,Allow character detection dependencies to be optional in post-packaging steps,other,Python,60,23,5,1,0,1,27,83,21,1,0,0,1,2,9.3,20.0,7.5,0,2.5,0.082,4.5,0
psf/requests,9a40d12778,2024-05-15T20:07:26Z,Avoid reloading root certificates to improve concurrent performance (#6667),other,Python,28,18,1,0,0,0,15,46,20,2,0,0,2,2,17.5,0.0,3.6,0,1.47,0.0345,7.5,0
psf/requests,d6ebc4a2f1,2024-05-20T15:46:49Z,v2.32.0,other,Python,48,2,2,0,1,0,17,50,15,0,0,0,2,1,16.8,0.0,4.3,0,16.0,0.0408,5.67,0
psf/requests,970e8cec98,2024-05-20T22:02:29Z,v2.32.1,other,Python,10,2,3,0,1,0,4,12,22,0,0,1,2,0,8.0,0.0,3.5,0,3.33,0.2727,1.0,0
psf/requests,aa1461b68a,2024-05-21T12:40:52Z,Move _get_connection to get_connection_with_tls_context,refactor,Python,21,6,1,0,0,0,9,27,12,1,0,0,1,2,3.9,0.0,7.5,0,3.0,0.0455,4.5,0
psf/requests,92075b330a,2024-05-21T16:28:30Z,Add deprecation warning,feature,Python,10,0,1,0,0,0,3,10,16,1,0,0,2,6,11.0,0.0,1.8,0,10.0,0.0909,1.5,0
psf/requests,88dce9d854,2024-05-21T18:49:22Z,v2.32.2,other,Python,16,2,2,0,1,0,6,18,18,1,0,0,2,4,7.0,0.0,5.8,0,5.33,0.1176,2.0,0
psf/requests,a62a2d35d9,2024-05-22T11:51:48Z,Allow for overriding of specific pool key params  This re-enables the use case of providing a custom SSLContext via a Transport Adapter as broken in #6655 and reported in #6715  Closes #6715,test,Python,76,9,2,0,1,0,29,85,11,2,0,0,2,3,2.9,0.0,7.4,0,7.6,0.026,9.67,1
psf/requests,6badbac6e0,2024-05-22T20:43:57Z,Update HISTORY.md,other,Unknown,2,2,1,0,1,0,1,4,20,2,0,0,1,4,10.1,0.0,6.5,1,0.67,0.3333,0.5,0
psf/requests,2e1452234d,2024-05-23T18:51:07Z,Start testing on 3.13 beta,test,Unknown,1,1,1,1,0,1,1,2,18,3,0,0,2,6,7.4,100.0,8.8,1,0.5,0.5,0.5,0
psf/requests,b1d73ddb50,2024-05-24T16:00:52Z,Don't use default SSLContext with custom poolmanager kwargs,other,Python,6,2,1,0,0,0,2,8,16,4,0,0,0,0,1.6,0.0,6.1,1,2.0,0.1429,1.0,1
psf/requests,e188799322,2024-05-29T15:23:39Z,Don't create default SSLContext if ssl module isn't present (#6724),other,Python,19,5,1,0,0,0,8,24,15,2,0,0,0,3,8.0,0.0,8.2,2,3.17,0.05,4.0,1
psf/requests,0e322af877,2024-05-29T15:36:10Z,v2.32.3,other,Python,6,4,2,0,1,0,3,10,15,2,0,0,0,3,56.2,0.0,7.5,3,1.2,0.2857,1.0,0
psf/requests,f8aa36b92d,2024-07-02T01:08:04Z,Test on urllib3 1.26.x,test,Unknown,20,0,1,1,0,1,7,20,1,1,0,1,1,7,4.2,100.0,3.6,3,20.0,0.0476,3.5,0
psf/requests,4e383642a9,2024-07-18T16:43:49Z,Add conditional string encoding based on urllib3 major version,feature,Python,40,18,3,1,0,1,19,58,16,3,0,0,1,1,1.7,33.3,6.6,3,2.11,0.0732,4.75,0
psf/requests,01353d3b4a,2024-07-23T11:28:03Z,Invert major version check,other,Python,7,7,3,1,0,1,4,14,11,1,0,0,0,3,4.3,33.3,8.8,3,0.88,0.375,1.0,0
psf/requests,8ff173b186,2024-07-28T12:44:06Z,Clarify error description in cloning instructions  This clarifies the error description in the 'Cloning the repository' section of the README. The current wording mentions 'an error about a bad commit,test,Unknown,1,1,1,0,1,0,1,2,12,6,1,0,0,5,36.7,0.0,2.9,3,0.5,0.5,0.5,1
psf/requests,15e1f17bb6,2024-07-29T03:49:48Z,remove setuptools test command,refactor,Python,0,26,1,0,0,0,7,26,3,0,0,1,1,0,7.4,0.0,2.7,4,0.0,1.0,3.5,0
psf/requests,877892e67e,2024-08-12T16:23:16Z,Bump github/codeql-action from 3.25.0 to 3.26.0  Bumps [github/codeql-action](https://github.com/github/codeql-action) from 3.25.0 to 3.26.0. - [Release notes](https://github.com/github/codeql-action/,docs,Unknown,3,3,1,0,0,0,1,6,16,0,0,0,2,1,12.2,0.0,2.0,4,0.75,0.25,0.5,0
psf/requests,173890a48e,2024-09-02T16:56:26Z,Bump actions/setup-python from 5.1.0 to 5.2.0  Bumps [actions/setup-python](https://github.com/actions/setup-python) from 5.1.0 to 5.2.0. - [Release notes](https://github.com/actions/setup-python/rele,other,Unknown,4,4,2,1,0,1,2,8,16,0,0,0,0,1,8.3,50.0,5.5,4,0.8,0.4,0.67,0
psf/requests,83e67c4485,2024-09-18T14:04:08Z,use allow-prereleases: true instead of 3.13-dev,other,Unknown,2,1,1,1,0,1,1,3,14,2,0,0,1,7,13.6,100.0,1.6,4,1.0,0.3333,0.5,0
psf/requests,92f10cec5b,2024-09-18T14:04:53Z,upgrade to pytest-httpbin 2.1.0rc1,test,Python,2,2,2,0,1,0,1,4,14,2,0,0,1,7,18.2,0.0,9.1,4,0.67,0.6667,0.33,0
psf/requests,314e7c9c70,2024-09-18T15:36:43Z,upgrade to pytest-httpbin 2.1.0 final,test,Python,2,2,2,0,1,0,1,4,15,2,0,0,2,4,25.4,0.0,5.3,4,0.67,0.6667,0.33,0
psf/requests,f519bbae33,2024-09-18T18:14:19Z,add trove classifier for 3.13,feature,Python,1,0,1,0,0,0,1,1,18,2,0,0,1,1,0.3,0.0,1.9,4,1.0,0.5,0.5,0
psf/requests,5984296b6a,2024-09-18T18:40:02Z,Update tox.ini,other,Unknown,1,1,1,0,0,0,1,2,18,2,0,0,2,5,9.2,0.0,8.1,4,0.5,0.5,0.5,0
psf/requests,96ba401c12,2024-09-25T15:03:20Z,Only use hostname to do netrc lookup instead of netloc,other,Python,1,7,1,0,0,0,2,8,15,2,0,0,2,6,0.9,0.0,9.9,4,0.12,0.5,1.0,0
psf/requests,0bff2d94e6,2024-09-30T16:34:20Z,Bump actions/checkout from 4.1.0 to 4.2.0  Bumps [actions/checkout](https://github.com/actions/checkout) from 4.1.0 to 4.2.0. - [Release notes](https://github.com/actions/checkout/releases) - [Changel,docs,Unknown,5,5,3,1,0,1,3,10,16,0,0,0,2,6,9.9,33.3,8.5,4,0.83,0.5,0.75,0
psf/requests,3f07f990ac,2024-10-04T13:18:45Z,Fix typo in documentation for verify,bugfix,Python,1,1,1,0,0,0,1,2,13,4,0,0,2,0,8.6,0.0,8.5,4,0.5,0.5,0.5,1
psf/requests,26664fa578,2024-10-28T16:05:11Z,Bump actions/setup-python from 5.2.0 to 5.3.0  Bumps [actions/setup-python](https://github.com/actions/setup-python) from 5.2.0 to 5.3.0. - [Release notes](https://github.com/actions/setup-python/rele,other,Unknown,4,4,2,1,0,1,2,8,16,0,0,0,0,2,27.3,50.0,4.9,5,0.8,0.4,0.67,0
psf/requests,9787d0c09c,2024-10-28T16:05:20Z,Bump github/codeql-action from 3.26.0 to 3.27.0  Bumps [github/codeql-action](https://github.com/github/codeql-action) from 3.26.0 to 3.27.0. - [Release notes](https://github.com/github/codeql-action/,docs,Unknown,3,3,1,0,0,0,1,6,16,0,0,0,1,0,16.5,0.0,2.1,5,0.75,0.25,0.5,0
psf/requests,a6cf27a77f,2024-11-02T20:13:02Z,"Update vulnerability disclosure process (#6820)  * Update contact point for Vulnerability disclosures  * Fix RedHat Contact  * Point vulnerabilities.rst to our .SECURITY file",bugfix,Unknown,6,120,2,0,2,0,38,126,20,5,1,0,0,4,4.3,0.0,5.1,5,0.05,0.2857,12.67,1
psf/requests,ad959acfcf,2024-11-10T05:50:30Z,Remove old macOS runners,refactor,Unknown,0,9,1,1,0,1,2,9,5,6,1,1,2,2,6.2,100.0,6.6,6,0.0,1.0,1.0,0
psf/requests,8c36da656d,2025-01-27T16:56:12Z,Bump github/codeql-action from 3.27.0 to 3.28.5  Bumps [github/codeql-action](https://github.com/github/codeql-action) from 3.27.0 to 3.28.5. - [Release notes](https://github.com/github/codeql-action/,docs,Unknown,3,3,1,0,0,0,1,6,16,0,0,0,0,3,1.3,0.0,6.5,6,0.75,0.25,0.5,0
psf/requests,e361622fae,2025-02-01T19:42:06Z,"docs(exceptions): Remove unused exception URLRequired from documentation  The documentation previously listed `requests.URLRequired` as a valid exception, suggesting it would be raised for invalid URL",refactor,Unknown,0,1,1,0,1,0,1,1,19,5,1,0,1,7,0.9,0.0,1.1,6,0.0,1.0,0.5,1
psf/requests,11f63a330b,2025-02-03T16:27:40Z,Bump actions/setup-python from 5.3.0 to 5.4.0  Bumps [actions/setup-python](https://github.com/actions/setup-python) from 5.3.0 to 5.4.0. - [Release notes](https://github.com/actions/setup-python/rele,other,Unknown,4,4,2,1,0,1,2,8,16,0,0,0,0,6,5.2,50.0,4.3,7,0.8,0.4,0.67,0
psf/requests,d96f9982a2,2025-02-11T15:55:29Z,Update src/requests/models.py  Co-authored-by: Ian Stapleton Cordasco <graffatcolmingov@gmail.com>,other,Python,3,1,1,0,0,0,1,4,15,1,0,0,2,7,5.3,0.0,7.4,7,1.5,0.25,0.5,0
psf/requests,a2fd25ff34,2025-02-11T15:58:59Z,Update models.py,other,Python,1,2,1,0,0,0,1,3,15,1,0,0,0,0,21.3,0.0,2.9,7,0.33,0.5,0.5,0
psf/requests,5d31ddbf7b,2025-02-12T12:28:07Z,Update src/requests/models.py  Co-authored-by: Ian Stapleton Cordasco <graffatcolmingov@gmail.com>,other,Python,1,0,1,0,0,0,1,1,12,2,0,0,1,3,56.5,0.0,1.0,7,1.0,0.5,0.5,0
psf/requests,5074096613,2025-02-17T00:39:07Z,Add CA constraint to test CA  Otherwise recent versions of OpenSSL reject it as an invalid CA certificate (at least once the test certificates are regenerated).  Fixes: #6896,bugfix,Unknown,4,0,1,1,0,1,1,4,0,0,0,1,2,4,12.3,100.0,2.4,7,4.0,0.2,0.5,1
psf/requests,9ebebdef98,2025-02-17T00:41:30Z,Regenerate test certificates  Created using the following command with OpenSSL 3.4.0:      for cert in expired mtls valid/server; do         make -C tests/certs/$cert clean all     done,refactor,Unknown,279,272,12,12,0,1,100,551,0,0,0,1,0,4,0.2,100.0,2.0,8,1.02,0.0429,7.69,0
psf/requests,e946665c59,2025-02-19T02:05:28Z,Update advanced.rst  Add quotes to prevent Zsh wildcard interpretation.,feature,Unknown,1,1,1,0,1,0,1,2,2,2,0,1,2,4,7.0,0.0,3.2,8,0.5,0.5,0.5,0
psf/requests,2019450b43,2025-03-29T13:53:45Z,Add key usage extension to test ca.crt,feature,Unknown,11,10,2,2,0,1,6,21,13,5,1,0,1,4,10.0,100.0,7.7,8,1.0,0.1667,2.0,0
